Years at Company,Performance Rating,Number of Promotions,Overtime,Education Level,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Company Reputation,Attrition,OverallSatisfaction,Opportunities,AnnualIncome,AgeGroup,RoleStagnationRatio,TenureGap,EarlyCompanyTenureRisk,LongTenureLowRoleRisk
1.25,4,0,0,3,1,1,2,1.67,1,3,1,1,0,0,1,0.468,0.41999999999999993,1,0
2.42,3,1,1,2,1,1,3,3.25,0,1,1,3,0,0,4,0.569,0.8300000000000001,0,0
1.5,3,4,0,2,2,2,2,8.0,0,2,0,3,0,0,2,0.167,6.5,1,1
2.33,3,2,0,2,5,1,1,4.83,0,1,1,2,0,0,3,0.4,2.5,0,0
0.17,3,0,0,2,0,2,1,4.25,0,4,0,2,0,0,1,0.032,4.08,1,0
0.33,1,0,1,1,2,1,2,0.75,0,4,1,2,0,0,3,0.189,0.42,1,0
2.08,4,0,0,5,4,1,2,3.42,0,3,0,3,0,0,2,0.471,1.3399999999999999,0,0
1.58,3,0,0,1,2,1,2,4.92,0,4,0,2,0,0,2,0.267,3.34,1,0
2.25,3,0,0,5,1,2,1,2.42,0,1,0,3,0,0,3,0.658,0.16999999999999993,0,0
1.33,3,0,0,5,1,3,3,5.25,1,3,0,3,0,0,2,0.213,3.92,1,0
0.17,3,0,1,4,1,2,2,3.17,1,3,1,3,0,0,1,0.041,3.0,1,0
0.33,4,0,1,3,2,2,3,1.25,0,2,0,2,0,0,3,0.147,0.9199999999999999,1,0
2.58,3,0,1,4,3,2,2,5.67,0,3,1,3,1,0,3,0.387,3.09,0,1
2.08,3,0,0,4,0,2,2,7.58,1,1,0,3,0,0,2,0.242,5.5,0,1
2.58,2,0,0,1,5,3,3,4.17,1,3,0,3,1,0,4,0.499,1.5899999999999999,0,0
1.0,1,2,0,3,4,2,2,5.08,0,1,0,3,0,0,3,0.164,4.08,1,1
0.92,4,0,1,1,1,1,1,3.67,0,1,1,3,0,0,1,0.197,2.75,1,0
1.42,3,0,0,2,1,2,2,5.58,1,3,0,3,0,0,2,0.216,4.16,1,1
1.25,3,2,0,1,2,1,2,3.0,0,3,1,2,0,0,4,0.312,1.75,1,0
2.58,3,0,1,2,1,1,2,8.67,1,1,1,2,0,0,3,0.267,6.09,0,1
0.25,3,2,0,2,3,3,2,1.0,0,1,1,2,0,0,1,0.125,0.75,1,0
0.25,3,1,1,1,0,3,3,2.33,0,2,1,3,0,0,1,0.075,2.08,1,0
0.08,3,0,0,4,1,1,1,3.67,0,3,1,2,0,0,1,0.017,3.59,1,0
1.5,3,3,0,4,0,2,1,7.67,0,3,0,2,0,0,3,0.173,6.17,1,1
1.0,1,0,0,2,0,3,2,5.75,0,2,1,3,0,0,2,0.148,4.75,1,0
2.17,3,0,0,2,1,2,3,3.33,0,1,1,2,0,0,3,0.501,1.1600000000000001,0,0
0.67,2,0,0,2,0,2,3,5.67,0,3,1,3,0,0,3,0.1,5.0,1,1
0.17,3,2,0,4,1,2,1,2.25,0,1,1,3,0,0,4,0.052,2.08,1,0
0.58,3,1,0,2,2,2,2,3.17,0,2,1,3,0,0,1,0.139,2.59,1,0
0.5,3,2,0,3,2,3,1,5.17,0,3,0,2,1,0,2,0.081,4.67,1,0
0.42,2,0,0,2,2,3,2,1.75,0,1,0,3,0,0,3,0.153,1.33,1,0
1.42,3,1,0,2,4,2,2,3.0,1,2,0,3,0,0,4,0.355,1.58,1,0
0.5,3,1,0,2,2,1,2,0.67,0,3,0,3,0,0,2,0.299,0.17000000000000004,1,0
0.25,2,1,1,4,1,3,2,6.0,0,3,1,3,0,0,1,0.036,5.75,1,0
2.75,3,0,1,3,0,3,2,5.67,0,3,0,3,0,0,3,0.412,2.92,0,0
2.0,3,2,1,1,1,1,2,5.67,0,2,0,3,1,0,4,0.3,3.67,1,1
0.42,3,3,1,3,1,1,3,5.67,0,4,0,3,0,0,1,0.063,5.25,1,1
1.67,3,2,1,4,0,3,2,3.5,0,3,1,2,0,0,3,0.371,1.83,1,0
0.33,2,2,0,5,3,2,1,3.0,0,2,0,2,0,0,4,0.082,2.67,1,0
0.25,3,0,1,1,0,1,1,5.42,0,3,1,2,0,0,1,0.039,5.17,1,1
0.08,4,2,1,1,0,1,1,4.17,0,2,1,3,0,0,3,0.015,4.09,1,0
2.5,3,2,1,1,1,2,1,3.17,0,3,0,2,0,0,4,0.6,0.6699999999999999,0,0
0.17,1,1,1,3,1,1,2,3.42,0,2,0,3,0,0,1,0.038,3.25,1,0
0.83,4,0,0,4,0,1,3,4.5,0,2,0,2,0,0,2,0.151,3.67,1,0
0.67,3,1,0,1,2,2,1,0.83,0,1,1,3,1,0,2,0.366,0.15999999999999992,1,0
2.08,3,0,1,5,1,3,2,8.17,0,3,0,3,0,0,4,0.227,6.09,0,0
0.42,4,0,0,1,1,3,3,4.08,0,2,0,4,0,0,1,0.083,3.66,1,0
1.17,1,0,0,2,2,2,2,2.17,1,4,0,2,0,0,2,0.369,1.0,1,0
0.08,3,0,0,2,1,2,1,3.75,0,1,0,2,0,0,3,0.017,3.67,1,0
1.33,3,1,1,4,0,1,2,4.75,0,1,1,2,0,0,1,0.231,3.42,1,0
1.17,2,0,0,2,1,3,1,2.75,0,2,0,3,0,0,4,0.312,1.58,1,0
0.42,3,1,0,2,2,2,1,2.25,0,1,1,3,0,0,1,0.129,1.83,1,0
1.42,3,1,0,3,3,1,2,6.25,0,3,1,2,0,0,4,0.196,4.83,1,1
0.75,4,1,0,3,0,1,2,6.17,0,3,1,3,0,0,1,0.105,5.42,1,1
2.58,2,4,0,4,0,1,2,8.25,1,3,0,2,0,0,3,0.279,5.67,0,1
1.08,3,3,1,3,2,2,1,5.42,1,2,0,2,0,0,2,0.168,4.34,1,1
2.25,4,0,0,1,2,2,2,6.0,1,3,0,2,0,0,4,0.321,3.75,0,1
0.5,3,0,0,1,1,1,1,0.75,0,1,0,2,0,0,3,0.286,0.25,1,0
0.83,3,2,1,2,0,1,2,5.33,0,1,0,3,1,0,1,0.131,4.5,1,1
0.08,3,2,0,2,1,1,2,5.58,0,4,0,3,0,0,2,0.012,5.5,1,1
1.42,2,0,0,2,0,1,3,5.0,1,1,1,2,0,0,1,0.237,3.58,1,0
1.42,4,0,0,2,1,2,1,5.67,0,4,0,3,0,0,2,0.213,4.25,1,1
0.75,3,1,1,1,4,2,1,3.67,1,1,0,3,1,0,2,0.161,2.92,1,0
1.33,3,0,1,2,2,1,2,2.75,0,3,0,3,0,0,1,0.355,1.42,1,0
1.5,2,0,0,1,2,1,2,3.33,0,2,0,4,0,0,3,0.346,1.83,1,0
0.75,4,1,0,4,0,1,2,2.58,0,3,1,2,0,0,1,0.209,1.83,1,0
0.17,2,1,1,2,0,2,1,0.92,0,2,1,2,0,0,1,0.089,0.75,1,0
1.33,3,0,0,4,1,3,2,2.17,0,3,0,3,0,0,2,0.42,0.8399999999999999,1,0
2.0,3,2,0,2,0,2,3,8.42,0,3,0,2,0,0,3,0.212,6.42,1,1
0.17,3,2,1,1,1,2,2,3.33,0,3,1,3,1,0,4,0.039,3.16,1,0
0.83,2,0,0,4,2,3,1,6.67,0,3,0,2,0,0,2,0.108,5.84,1,0
1.92,3,1,0,1,4,1,2,6.17,0,1,1,2,0,0,2,0.268,4.25,1,1
0.17,2,1,1,3,0,1,2,1.42,0,3,1,2,0,0,2,0.07,1.25,1,0
0.33,3,0,0,3,4,2,2,1.58,0,4,0,4,0,0,1,0.128,1.25,1,0
0.17,4,1,0,1,0,1,2,5.0,0,2,1,3,0,0,1,0.028,4.83,1,0
0.17,4,0,0,2,0,1,1,2.67,1,1,0,3,0,0,1,0.046,2.5,1,0
0.67,4,0,1,1,1,2,1,4.33,0,1,1,2,0,0,1,0.126,3.66,1,0
2.83,4,0,0,4,0,1,2,5.58,0,1,1,3,0,0,3,0.43,2.75,0,1
0.42,3,0,0,2,0,1,1,4.5,0,2,1,3,0,0,3,0.076,4.08,1,0
1.5,3,1,0,2,0,1,1,5.58,1,3,1,3,0,0,2,0.228,4.08,1,1
0.92,3,1,1,3,0,1,1,5.08,0,1,1,2,0,0,2,0.151,4.16,1,1
1.67,3,0,0,2,1,3,1,5.83,0,3,0,2,0,0,2,0.245,4.16,1,0
0.75,2,2,1,2,0,1,2,1.5,0,3,1,2,0,0,3,0.3,0.75,1,0
0.75,2,0,0,3,0,1,2,1.25,0,2,1,3,1,0,4,0.333,0.5,1,0
0.92,3,2,0,4,0,3,2,1.67,0,3,0,3,0,0,1,0.345,0.7499999999999999,1,0
1.08,1,0,0,2,1,3,2,7.33,0,1,1,3,0,0,1,0.13,6.25,1,0
0.25,2,0,0,3,4,3,1,6.5,0,3,0,3,0,0,2,0.033,6.25,1,0
0.17,3,1,0,4,2,3,1,1.75,0,2,1,2,0,0,1,0.062,1.58,1,0
1.92,3,1,1,4,1,1,2,8.17,1,2,1,2,0,0,2,0.209,6.25,1,1
0.92,4,0,0,2,0,3,2,4.58,0,2,0,2,0,0,3,0.165,3.66,1,0
0.75,3,2,0,4,1,3,2,6.0,0,3,0,3,1,0,1,0.107,5.25,1,0
2.83,3,0,0,2,4,1,1,5.33,0,1,0,2,0,0,4,0.447,2.5,0,1
2.25,3,0,1,3,2,3,2,5.0,0,3,0,2,1,0,3,0.375,2.75,0,0
0.17,2,1,0,4,0,1,2,4.17,0,2,0,2,0,0,2,0.033,4.0,1,0
1.83,4,0,1,3,2,2,1,8.42,0,3,0,2,0,0,4,0.194,6.59,1,1
1.0,3,3,1,2,1,1,2,3.58,0,1,1,3,0,0,3,0.218,2.58,1,0
0.42,3,0,0,4,0,2,1,4.58,0,1,1,2,0,0,2,0.075,4.16,1,0
0.75,3,0,1,3,1,2,1,1.67,0,3,1,3,0,0,4,0.281,0.9199999999999999,1,0
2.75,3,4,1,4,1,2,1,2.92,0,3,0,2,1,0,4,0.702,0.16999999999999993,0,0
2.58,3,0,1,2,4,1,1,7.92,0,3,0,3,1,0,4,0.289,5.34,0,1
1.42,3,0,1,2,1,3,2,3.5,0,1,0,2,0,0,2,0.316,2.08,1,0
0.67,4,2,1,2,0,2,2,0.83,0,3,1,2,0,0,3,0.366,0.15999999999999992,1,0
0.25,3,0,0,4,2,2,2,2.5,1,3,0,3,0,0,2,0.071,2.25,1,0
2.08,1,1,1,2,1,1,2,7.75,0,3,1,3,0,0,4,0.238,5.67,0,1
0.83,3,1,0,4,3,3,3,1.75,0,1,0,3,0,0,1,0.302,0.92,1,0
0.17,4,0,1,2,2,1,3,3.67,0,2,1,3,0,0,2,0.036,3.5,1,0
0.17,3,2,0,3,1,3,2,0.25,0,3,0,3,0,0,1,0.136,0.07999999999999999,1,0
2.92,2,0,0,2,0,1,2,7.25,0,1,0,2,0,0,4,0.354,4.33,0,1
1.33,3,0,1,4,4,3,2,7.67,0,3,0,1,0,0,1,0.153,6.34,1,0
2.58,3,1,0,4,1,2,3,3.58,0,2,1,3,0,0,3,0.563,1.0,0,0
2.17,4,0,0,1,0,1,1,3.25,1,3,1,3,0,0,4,0.511,1.08,0,0
1.58,3,2,0,2,4,1,2,6.25,0,3,1,2,0,0,2,0.218,4.67,1,1
1.58,3,0,1,3,0,2,2,6.92,0,2,1,2,0,0,2,0.199,5.34,1,1
3.42,2,2,1,1,0,2,2,7.0,0,3,1,3,0,0,4,0.428,3.58,0,1
1.08,3,1,0,4,0,1,2,4.25,0,1,1,2,0,0,2,0.206,3.17,1,0
1.75,2,2,0,2,0,1,1,8.17,0,3,1,3,0,0,4,0.191,6.42,1,1
0.67,3,0,0,3,6,2,1,4.67,0,2,1,3,0,0,1,0.118,4.0,1,0
1.5,3,0,0,3,0,1,2,3.33,0,2,0,2,0,0,2,0.346,1.83,1,0
0.5,3,1,0,4,1,1,2,4.92,0,3,1,2,0,0,3,0.084,4.42,1,0
1.0,3,0,0,3,3,1,2,5.5,0,2,1,3,0,0,4,0.154,4.5,1,1
1.25,2,0,0,1,0,2,2,5.42,0,1,1,3,1,0,1,0.195,4.17,1,1
0.92,4,0,1,1,0,1,2,1.5,0,3,1,2,0,0,2,0.368,0.58,1,0
0.75,1,0,0,3,0,1,3,3.08,0,2,1,2,0,0,2,0.184,2.33,1,0
1.17,3,1,0,2,4,3,2,6.67,0,2,1,1,0,0,3,0.153,5.5,1,0
0.67,3,0,0,4,1,1,2,1.08,0,1,1,2,0,0,1,0.322,0.41000000000000003,1,0
3.0,3,0,0,2,1,1,2,5.25,1,3,1,2,1,0,4,0.48,2.25,0,1
1.75,3,3,0,2,3,1,1,3.25,0,3,1,3,0,0,3,0.412,1.5,1,0
1.25,4,0,0,3,2,2,3,5.5,0,3,0,2,0,0,4,0.192,4.25,1,1
1.67,2,0,0,4,3,2,2,7.67,0,2,1,3,0,0,4,0.193,6.0,1,1
1.83,3,0,0,1,0,3,3,2.92,0,4,0,3,0,0,4,0.467,1.0899999999999999,1,0
1.08,2,0,0,3,1,2,1,3.58,0,3,0,2,0,0,2,0.236,2.5,1,0
0.75,3,1,0,4,0,3,2,1.08,0,3,0,3,0,0,1,0.361,0.33000000000000007,1,0
2.58,3,3,0,4,0,1,2,4.75,1,3,0,3,0,0,3,0.449,2.17,0,0
0.92,3,2,0,5,3,3,2,6.08,0,3,0,3,1,0,3,0.13,5.16,1,0
1.0,3,0,1,3,1,1,1,3.5,0,3,1,2,0,0,1,0.222,2.5,1,0
1.5,3,0,1,3,4,1,3,5.58,0,1,1,3,0,0,4,0.228,4.08,1,1
3.42,3,0,0,2,1,2,2,3.5,0,1,1,3,0,0,4,0.76,0.08000000000000007,0,0
0.75,4,0,1,1,1,2,2,7.17,1,1,1,2,0,0,1,0.092,6.42,1,1
2.75,4,0,1,3,4,1,2,4.75,0,2,0,2,0,0,4,0.478,2.0,0,0
0.75,3,0,1,4,2,2,1,1.75,0,3,1,3,0,0,4,0.273,1.0,1,0
0.08,3,1,0,2,3,3,1,2.17,0,3,0,3,1,0,2,0.025,2.09,1,0
1.5,3,2,0,3,2,1,2,6.25,0,3,0,2,0,0,2,0.207,4.75,1,1
1.0,3,0,0,2,5,2,1,2.08,0,3,1,2,0,0,1,0.325,1.08,1,0
1.33,4,0,0,2,1,2,2,6.33,0,3,1,2,0,0,1,0.181,5.0,1,1
1.17,4,0,1,3,1,1,1,1.25,0,3,1,3,0,0,3,0.52,0.08000000000000007,1,0
0.42,2,0,0,1,1,1,2,1.83,0,3,1,3,1,0,3,0.148,1.4100000000000001,1,0
0.17,3,2,0,2,6,1,2,1.42,1,3,0,2,0,0,2,0.07,1.25,1,0
1.5,3,1,0,4,2,1,2,5.42,0,3,1,2,0,0,2,0.234,3.92,1,1
1.83,2,0,0,1,2,1,2,7.67,0,3,1,3,0,0,3,0.211,5.84,1,1
0.33,4,0,1,1,0,1,1,4.17,0,1,1,2,0,0,2,0.064,3.84,1,0
1.92,4,1,0,3,0,1,2,3.58,0,1,1,3,0,0,4,0.419,1.6600000000000001,1,0
1.0,4,2,0,3,1,1,2,4.83,0,2,1,2,1,0,3,0.172,3.83,1,0
1.08,3,0,0,2,1,2,2,3.17,0,3,0,2,0,0,1,0.259,2.09,1,0
4.0,3,0,1,2,2,2,2,6.83,0,3,0,2,0,0,4,0.511,2.83,0,1
1.75,3,0,0,4,1,3,1,4.67,0,3,0,2,0,0,4,0.309,2.92,1,0
1.17,3,1,0,3,1,1,2,2.08,0,3,0,2,1,0,2,0.38,0.9100000000000001,1,0
3.17,2,1,0,2,1,1,2,6.25,0,3,1,3,1,0,4,0.437,3.08,0,1
1.33,4,1,0,2,1,2,2,4.5,0,3,1,2,0,0,4,0.242,3.17,1,0
0.58,3,0,0,2,4,1,2,3.17,0,1,1,2,1,0,1,0.139,2.59,1,0
0.83,4,1,1,4,1,1,1,4.25,0,4,1,3,0,0,2,0.158,3.42,1,0
0.83,2,0,0,4,0,1,2,3.25,0,2,1,2,0,0,2,0.195,2.42,1,0
2.42,3,1,0,4,4,3,1,5.25,0,3,0,3,0,0,4,0.387,2.83,0,0
1.5,4,0,0,2,5,2,2,7.75,0,1,1,3,0,0,4,0.171,6.25,1,1
1.0,3,0,0,5,5,2,2,2.58,1,3,0,2,0,0,1,0.279,1.58,1,0
0.17,3,1,0,1,2,3,2,1.67,0,1,1,2,0,0,1,0.064,1.5,1,0
0.17,3,0,0,4,0,2,1,5.17,0,2,1,3,0,0,3,0.028,5.0,1,1
1.92,2,2,0,2,0,1,2,4.75,0,3,0,3,0,0,4,0.334,2.83,1,0
2.42,4,1,0,2,1,2,2,8.92,0,2,1,4,0,0,3,0.244,6.5,0,1
1.83,1,1,0,3,0,1,2,3.42,0,3,1,3,0,0,3,0.414,1.5899999999999999,1,0
1.33,3,0,1,4,4,2,1,5.5,0,2,1,2,0,0,2,0.205,4.17,1,1
2.08,2,0,1,2,2,1,1,5.5,1,2,1,3,0,0,4,0.32,3.42,0,1
0.17,3,1,0,3,1,1,3,5.83,1,3,1,2,1,0,4,0.025,5.66,1,1
1.5,2,0,1,3,4,2,2,4.25,0,2,1,2,0,0,3,0.286,2.75,1,0
2.75,3,0,0,4,1,1,1,4.33,0,3,0,3,0,0,4,0.516,1.58,0,0
0.83,4,0,1,2,3,3,3,7.17,1,3,0,2,0,0,1,0.102,6.34,1,0
0.25,3,2,0,1,4,3,2,4.67,1,1,0,3,0,0,2,0.044,4.42,1,0
0.5,3,1,1,3,0,2,1,0.67,1,2,0,2,0,0,4,0.299,0.17000000000000004,1,0
0.75,4,0,1,2,1,2,2,3.92,1,3,1,2,0,0,4,0.152,3.17,1,0
1.42,3,0,0,4,0,3,1,4.08,1,2,0,4,0,0,2,0.28,2.66,1,0
1.75,3,0,0,2,1,2,1,6.75,0,3,1,2,0,0,2,0.226,5.0,1,1
0.25,1,0,0,4,2,2,1,6.0,0,1,1,2,0,0,2,0.036,5.75,1,1
0.83,3,0,0,1,0,3,2,4.83,0,2,1,3,0,0,1,0.142,4.0,1,0
1.75,1,2,0,1,2,1,2,5.42,0,2,1,3,1,0,4,0.273,3.67,1,1
1.17,3,0,1,2,0,3,2,2.83,0,2,0,3,0,0,4,0.305,1.6600000000000001,1,0
0.33,3,1,0,4,2,3,1,5.17,0,3,0,2,0,0,1,0.053,4.84,1,0
2.42,4,4,1,2,1,3,2,3.75,0,3,0,2,0,0,4,0.509,1.33,0,0
1.83,4,1,0,2,2,1,2,2.92,0,2,1,2,1,0,3,0.467,1.0899999999999999,1,0
3.25,3,2,0,1,0,1,2,6.75,0,3,1,2,0,0,4,0.419,3.5,0,1
0.75,3,3,1,2,3,1,1,1.17,0,3,1,3,0,0,3,0.346,0.41999999999999993,1,0
0.25,3,0,0,4,0,1,1,6.75,0,3,1,2,0,0,2,0.032,6.5,1,1
0.67,3,3,0,1,4,3,1,6.08,0,3,0,2,0,0,2,0.095,5.41,1,0
1.0,3,0,1,2,1,1,1,3.08,0,3,1,3,0,0,1,0.245,2.08,1,0
0.67,1,2,0,3,0,1,2,0.92,0,2,1,4,0,0,2,0.349,0.25,1,0
0.67,3,2,0,2,1,1,3,1.25,0,1,0,4,1,0,1,0.298,0.58,1,0
0.25,2,1,0,4,5,2,3,1.25,0,1,1,3,0,0,2,0.111,1.0,1,0
0.42,2,0,0,2,0,3,2,2.58,0,3,0,3,0,0,3,0.117,2.16,1,0
2.75,3,0,0,2,1,2,1,3.83,0,1,1,2,0,0,4,0.569,1.08,0,0
3.08,4,0,1,2,0,3,2,4.58,0,4,0,2,1,0,4,0.552,1.5,0,0
0.25,3,2,1,2,0,3,2,2.75,0,1,0,2,0,0,1,0.067,2.5,1,0
1.42,3,0,0,2,3,2,2,7.33,1,3,0,3,1,0,2,0.17,5.91,1,1
1.5,3,0,0,3,1,1,3,3.83,1,3,0,3,0,0,4,0.311,2.33,1,0
2.83,3,2,1,3,0,3,2,3.83,0,1,0,3,0,0,4,0.586,1.0,0,0
1.67,3,1,0,1,0,2,1,7.83,0,2,0,3,0,0,4,0.189,6.16,1,1
0.25,3,1,0,2,0,1,2,6.33,0,3,1,2,0,0,1,0.034,6.08,1,1
1.92,3,1,1,2,3,1,3,3.08,0,3,1,2,1,0,2,0.471,1.1600000000000001,1,0
1.08,3,0,1,3,5,1,2,3.25,1,2,0,3,1,0,3,0.254,2.17,1,0
3.75,1,2,0,2,3,1,2,7.5,0,4,1,2,0,0,4,0.441,3.75,0,1
0.67,2,0,1,2,1,2,2,1.33,0,3,1,3,1,0,2,0.288,0.66,1,0
0.42,1,0,0,2,4,1,1,6.83,0,3,1,2,0,0,2,0.054,6.41,1,1
0.92,4,1,0,5,1,3,2,4.83,1,1,0,2,1,0,2,0.158,3.91,1,0
0.75,4,1,1,3,1,2,1,4.5,1,3,0,2,1,0,1,0.136,3.75,1,0
0.08,4,1,0,3,0,1,2,0.75,0,2,1,2,1,0,3,0.046,0.67,1,0
0.08,3,0,1,1,2,2,2,1.5,0,4,1,3,0,0,1,0.032,1.42,1,0
1.17,4,0,0,5,3,2,2,5.92,0,3,0,2,0,0,3,0.169,4.75,1,1
2.0,3,1,0,1,1,1,3,6.25,0,3,0,2,0,0,2,0.276,4.25,1,1
2.25,3,1,0,1,0,3,3,6.5,0,1,1,2,0,0,3,0.3,4.25,0,0
0.5,2,0,1,3,2,2,1,3.5,0,3,1,2,0,0,2,0.111,3.0,1,0
0.92,3,0,0,3,2,3,2,5.33,0,1,1,3,0,0,2,0.145,4.41,1,0
1.08,4,0,1,5,1,2,2,6.67,0,2,0,1,0,0,1,0.141,5.59,1,1
1.83,3,0,1,5,3,1,2,4.25,0,2,1,2,0,0,4,0.349,2.42,1,0
0.17,3,1,0,3,4,1,2,6.25,0,3,0,2,0,0,2,0.023,6.08,1,1
0.5,3,0,1,2,1,1,2,1.92,0,1,1,2,0,0,2,0.171,1.42,1,0
1.92,3,3,1,3,1,2,2,4.17,0,3,0,3,0,0,2,0.371,2.25,1,0
2.0,4,2,0,2,1,2,2,6.33,0,2,1,3,0,0,2,0.273,4.33,1,1
0.5,3,0,0,2,2,3,2,3.33,0,2,1,3,0,0,1,0.115,2.83,1,0
0.83,4,0,1,2,5,1,3,3.25,0,4,0,3,0,0,1,0.195,2.42,1,0
0.25,3,2,0,3,4,1,1,0.42,0,2,1,3,0,0,1,0.176,0.16999999999999998,1,0
1.42,3,1,0,4,4,2,3,6.75,0,3,0,2,0,0,2,0.183,5.33,1,1
1.33,3,0,0,3,0,2,2,3.58,0,3,0,2,0,0,1,0.29,2.25,1,0
1.5,3,0,0,1,2,1,2,4.5,0,3,0,3,0,0,4,0.273,3.0,1,0
0.75,3,0,0,2,2,3,2,3.0,0,3,1,3,0,0,4,0.188,2.25,1,0
1.33,3,0,0,5,1,2,1,4.0,0,4,0,3,0,0,2,0.266,2.67,1,0
1.25,3,0,1,1,0,2,1,5.42,0,2,1,2,0,0,3,0.195,4.17,1,1
0.75,3,0,0,1,4,1,2,4.33,0,3,1,3,0,0,1,0.141,3.58,1,0
1.08,2,0,1,2,1,2,2,4.67,0,3,1,3,0,0,2,0.19,3.59,1,0
2.33,4,1,0,4,4,2,1,3.17,0,1,1,3,0,0,3,0.559,0.8399999999999999,0,0
0.33,3,0,0,2,2,1,2,6.25,0,1,1,3,0,0,4,0.046,5.92,1,1
0.5,3,3,0,1,1,2,1,4.33,0,1,0,2,0,0,1,0.094,3.83,1,0
3.5,2,0,1,2,1,1,1,6.83,1,3,1,3,0,0,4,0.447,3.33,0,1
0.83,3,2,0,3,4,2,3,6.25,0,4,0,3,1,0,3,0.114,5.42,1,1
0.92,3,0,1,2,4,1,2,5.08,0,3,0,3,0,0,2,0.151,4.16,1,1
0.5,3,2,1,3,2,2,2,1.0,0,1,1,3,0,0,3,0.25,0.5,1,0
0.17,3,0,0,4,2,2,2,3.42,0,2,1,2,0,0,1,0.038,3.25,1,0
2.0,3,3,0,3,0,2,2,7.83,0,3,1,3,0,0,4,0.227,5.83,1,1
1.0,4,0,0,4,0,2,2,1.92,0,3,0,2,0,0,2,0.342,0.9199999999999999,1,0
0.42,3,0,0,4,0,3,2,1.75,1,3,0,3,1,0,1,0.153,1.33,1,0
1.42,2,1,1,2,0,2,2,1.5,0,1,0,3,0,0,4,0.568,0.08000000000000007,1,0
0.67,3,0,0,4,5,2,1,0.75,0,3,0,2,1,0,2,0.383,0.07999999999999996,1,0
1.5,3,1,1,4,1,3,1,5.42,0,4,1,2,0,0,2,0.234,3.92,1,0
0.92,4,0,0,2,1,1,3,1.33,1,3,0,3,0,0,1,0.395,0.41000000000000003,1,0
2.08,3,2,0,4,0,1,2,3.67,0,3,1,2,1,0,4,0.445,1.5899999999999999,0,0
2.5,3,0,0,1,1,1,2,7.92,0,2,0,2,1,0,4,0.28,5.42,0,1
0.17,4,0,0,2,3,2,3,6.33,0,1,1,2,0,0,2,0.023,6.16,1,1
0.25,4,3,0,4,0,2,3,4.33,0,3,1,2,1,0,1,0.047,4.08,1,0
0.75,3,0,0,4,3,2,2,3.5,0,4,0,3,0,0,3,0.167,2.75,1,0
0.17,3,0,0,3,1,2,1,5.83,0,4,1,3,0,0,3,0.025,5.66,1,1
1.5,3,2,1,2,0,2,1,5.5,0,2,1,2,0,0,4,0.231,4.0,1,1
1.08,3,0,1,4,0,3,2,3.25,0,3,0,3,0,0,4,0.254,2.17,1,0
1.33,4,4,0,4,1,2,2,3.0,0,3,0,2,0,0,4,0.332,1.67,1,0
1.08,2,3,1,2,3,1,2,5.75,0,3,1,2,2,0,2,0.16,4.67,1,1
1.0,1,3,0,3,0,2,2,2.58,0,4,0,2,0,0,2,0.279,1.58,1,0
0.83,3,1,1,5,0,2,2,2.75,0,3,0,2,0,0,1,0.221,1.92,1,0
0.83,3,2,1,3,1,2,3,4.0,0,1,1,2,1,0,1,0.166,3.17,1,0
0.92,3,0,0,2,3,2,3,4.17,0,3,0,3,0,0,1,0.178,3.25,1,0
0.83,4,0,0,1,3,1,1,2.58,0,2,1,3,0,0,2,0.232,1.75,1,0
1.67,3,0,0,1,1,3,1,3.67,0,3,0,2,0,0,2,0.358,2.0,1,0
0.08,4,1,0,1,1,1,2,1.75,0,3,1,2,0,0,1,0.029,1.67,1,0
0.67,3,0,1,2,1,2,1,5.83,0,2,1,2,0,0,4,0.098,5.16,1,1
1.42,3,0,0,2,3,1,2,2.75,0,3,0,1,0,0,2,0.379,1.33,1,0
0.08,3,0,0,4,1,1,2,3.75,0,2,1,2,0,0,2,0.017,3.67,1,0
0.92,3,0,0,5,0,2,2,2.67,0,1,0,3,0,0,2,0.251,1.75,1,0
0.17,4,3,0,2,0,1,2,6.17,0,1,0,3,0,0,4,0.024,6.0,1,1
2.92,4,0,0,5,1,3,1,3.58,0,2,0,2,0,0,4,0.638,0.6600000000000001,0,0
0.58,3,0,1,5,1,2,3,2.75,1,4,0,2,0,0,4,0.155,2.17,1,0
0.92,3,1,1,5,1,3,2,6.08,0,3,0,2,0,0,2,0.13,5.16,1,0
1.67,1,3,0,2,0,3,3,2.5,0,1,0,3,0,0,2,0.477,0.8300000000000001,1,0
1.17,3,0,0,4,0,2,3,5.67,0,3,0,2,1,0,3,0.175,4.5,1,1
1.5,3,1,0,2,3,1,2,7.58,0,2,0,3,1,0,4,0.175,6.08,1,1
1.83,3,2,0,1,5,2,2,5.58,0,3,0,3,0,0,2,0.278,3.75,1,1
0.5,3,2,0,4,0,2,1,3.33,1,3,0,3,0,0,1,0.115,2.83,1,0
0.5,3,0,1,1,1,2,1,6.92,0,1,1,2,0,0,1,0.063,6.42,1,1
1.0,4,0,0,1,5,1,3,5.33,0,4,0,2,0,0,2,0.158,4.33,1,1
0.42,3,3,0,2,1,1,1,5.17,0,3,0,3,0,0,3,0.068,4.75,1,1
1.75,3,0,0,2,3,2,2,3.0,1,3,0,2,0,0,2,0.438,1.25,1,0
